,reaction,direction,source,coenzyme,equation,reactants,products,reactant_gen,product_gen,generation,ec_list
250,R00200_gATP_v1,reverse,KEGG (Modified),M2,C00074 + C00009 + Z00069 => C00022 + C00013 + Z00069,C00074 + C00009 + Z00069,C00022 + C00013 + Z00069,1.0,1.0,1.0,2.7.1.40
252,R00200_gATP_v2,forward,KEGG (Modified),"K, Mg",C00022 + C00013 + Z00026 + Z00029 => C00074 + C00009 + Z00026 + Z00029,C00022 + C00013 + Z00026 + Z00029,C00074 + C00009 + Z00026 + Z00029,1.0,1.0,1.0,2.7.1.40
2491,R02320_v2,reverse,KEGG (Modified),"K, Mg",C00454 + C00074 + Z00026 + Z00029 => C00201 + C00022 + Z00026 + Z00029,C00454 + C00074 + Z00026 + Z00029,C00201 + C00022 + Z00026 + Z00029,1.0,1.0,1.0,
435,R00346,forward,KEGG,,C00013 + C00036 => C00009 + C00074 + C00011,C00013 + C00036,C00009 + C00074 + C00011,1.0,1.0,1.0,4.1.1.38
525,R00430_gGTP_v2,forward,KEGG (Modified),"K, Mg",C00022 + C00013 + Z00026 + Z00029 => C00074 + C00009 + Z00026 + Z00029,C00022 + C00013 + Z00026 + Z00029,C00074 + C00009 + Z00026 + Z00029,1.0,1.0,1.0,2.7.1.40
9322,R11749,reverse,KEGG,,C00490 + C00011 => C02341,C00490 + C00011,C02341,1.0,1.0,1.0,4.1.1.113
5330,R05835,forward,KEGG,,C01921 + C00001 => C00695 + C00037,C01921 + C00001,C00695 + C00037,0.0,2.0,1.0,
9323,R11749,reverse,KEGG,,C00490 + C00011 => C02341,C00490 + C00011,C02341,1.0,1.0,1.0,4.1.1.113
526,R00430_gGTP_v2,forward,KEGG (Modified),"K, Mg",C00022 + C00013 + Z00026 + Z00029 => C00074 + C00009 + Z00026 + Z00029,C00022 + C00013 + Z00026 + Z00029,C00074 + C00009 + Z00026 + Z00029,1.0,1.0,1.0,2.7.1.40
2490,R02320_v2,forward,KEGG (Modified),"K, Mg",C00201 + C00022 + Z00026 + Z00029 => C00454 + C00074 + Z00026 + Z00029,C00201 + C00022 + Z00026 + Z00029,C00454 + C00074 + Z00026 + Z00029,1.0,1.0,1.0,
4765,R05079,reverse,KEGG,,C06234 + C00001 => C06035 + C00014,C06234 + C00001,C06035 + C00014,0.0,2.0,1.0,
248,R00200_gATP_v1,forward,KEGG (Modified),M2,C00022 + C00013 + Z00069 => C00074 + C00009 + Z00069,C00022 + C00013 + Z00069,C00074 + C00009 + Z00069,1.0,1.0,1.0,2.7.1.40
249,R00200_gATP_v1,reverse,KEGG (Modified),M2,C00074 + C00009 + Z00069 => C00022 + C00013 + Z00069,C00074 + C00009 + Z00069,C00022 + C00013 + Z00069,1.0,1.0,1.0,2.7.1.40
4348,R04478_v1,forward,KEGG (Modified),Zn,C04115 + Z00054 => C04434 + C00001 + Z00054,C04115 + Z00054,C04434 + C00001 + Z00054,1.0,2.0,1.5,4.2.1.83
7625,R09717_v2,forward,KEGG (Modified),Mn,C19813 + Z00030 => C00037 + C00048 + Z00030,C19813 + Z00030,C00037 + C00048 + Z00030,1.0,2.0,1.5,4.1.3.41
764,R00661_v1,forward,KEGG (Modified),Mg,C00074 + Z00029 => C02798 + Z00029,C00074 + Z00029,C02798 + Z00029,1.0,2.0,1.5,5.4.2.9
7624,R09717_v1,forward,KEGG (Modified),Co,C19813 + Z00006 => C00037 + C00048 + Z00006,C19813 + Z00006,C00037 + C00048 + Z00006,1.0,2.0,1.5,4.1.3.41
4764,R05078,forward,KEGG,,C06033 => C06035 + C00001,C06033,C06035 + C00001,1.0,2.0,1.5,4.2.1.-
391,R00320,forward,KEGG,,C00013 + C00033 => C00009 + C00227,C00013 + C00033,C00009 + C00227,1.0,2.0,1.5,2.7.2.12
4565,R04781_v1,forward,KEGG (Modified),Mn,C04115 + Z00030 => C05364 + C00001 + Z00030,C04115 + Z00030,C05364 + C00001 + Z00030,1.0,2.0,1.5,4.2.1.80
760,R00658_v1,reverse,KEGG (Modified),Mg,C00074 + C00001 + Z00029 => C00631 + Z00029,C00074 + C00001 + Z00029,C00631 + Z00029,1.0,2.0,1.5,4.2.1.11
2708,R02546,forward,KEGG,,C00898 => C00552,C00898,C00552,1.0,2.0,1.5,5.1.2.5
5773,R06973,reverse,KEGG,,C00084 + C00011 => C00222,C00084 + C00011,C00222,1.0,2.0,1.5,"4.1.1.-, 4.2.1.155"
4566,R04781_v2,forward,KEGG (Modified),M2,C04115 + Z00069 => C05364 + C00001 + Z00069,C04115 + Z00069,C05364 + C00001 + Z00069,1.0,2.0,1.5,4.2.1.80
7627,R09717_v4,forward,KEGG (Modified),M2,C19813 + Z00069 => C00037 + C00048 + Z00069,C19813 + Z00069,C00037 + C00048 + Z00069,1.0,2.0,1.5,4.1.3.41
2583,R02419,reverse,KEGG,,C01384 + C00001 => C00497,C01384 + C00001,C00497,1.0,2.0,1.5,4.2.1.31
594,R00489_v2,forward,KEGG (Modified),Pyruvoyl,C00049 + Z00039 => C00099 + C00011 + Z00039,C00049 + Z00039,C00099 + C00011 + Z00039,1.0,2.0,1.5,"4.1.1.11, 4.1.1.15"
3592,R03540,forward,KEGG,,C01384 + C00014 => C01596 + C00001,C01384 + C00014,C01596 + C00001,1.0,2.0,1.5,3.5.1.107
586,R00485,reverse,KEGG,,C00049 + C00014 => C00152 + C00001,C00049 + C00014,C00152 + C00001,1.0,2.0,1.5,"3.5.1.1, 3.5.1.38, 3.5.5.4"
589,R00488_v1,reverse,KEGG (Modified),Zn,C00033 + C00049 + Z00054 => C01042 + C00001 + Z00054,C00033 + C00049 + Z00054,C01042 + C00001 + Z00054,1.0,2.0,1.5,3.5.1.15
4284,R04399,forward,KEGG,,C04115 => C04324 + C00001,C04115,C04324 + C00001,1.0,2.0,1.5,4.2.1.-
25,LAO_FM,forward,Manual,,C00049 + C00122 => C05840 + C00042,C00049 + C00122,C05840 + C00042,1.0,2.0,1.5,
9324,R11750,forward,KEGG,,C00490 => C21632,C00490,C21632,1.0,2.0,1.5,
3942,R03995,reverse,KEGG,,C06033 + C00001 => C02612 + C00011,C06033 + C00001,C02612 + C00011,1.0,2.0,1.5,
7626,R09717_v3,forward,KEGG (Modified),Mg,C19813 + Z00029 => C00037 + C00048 + Z00029,C19813 + Z00029,C00037 + C00048 + Z00029,1.0,2.0,1.5,4.1.3.41
587,R00486,reverse,KEGG,,C00049 + C00014 => 2C00001 + C02512,C00049 + C00014,2C00001 + C02512,1.0,2.0,1.5,3.5.5.4
862,R00753,reverse,KEGG,,C00058 + C00084 => C00186,C00058 + C00084,C00186,1.0,2.0,1.5,4.1.2.36
6303,R07839,forward,KEGG,,C04434 => C04324,C04434,C04324,2.0,2.0,2.0,5.3.2.8
6306,R07839,reverse,KEGG,,C04324 => C04434,C04324,C04434,2.0,2.0,2.0,5.3.2.8
6305,R07839,reverse,KEGG,,C04324 => C04434,C04324,C04434,2.0,2.0,2.0,5.3.2.8
6304,R07839,forward,KEGG,,C04434 => C04324,C04434,C04324,2.0,2.0,2.0,5.3.2.8
4353,R04482_v1,forward,KEGG (Modified),Mg,C05364 + Z00029 => C04324 + Z00029,C05364 + Z00029,C04324 + Z00029,2.0,2.0,2.0,5.3.3.10
4352,R04482_v1,forward,KEGG (Modified),Mg,C05364 + Z00029 => C04324 + Z00029,C05364 + Z00029,C04324 + Z00029,2.0,2.0,2.0,5.3.3.10
4355,R04482_v1,reverse,KEGG (Modified),Mg,C04324 + Z00029 => C05364 + Z00029,C04324 + Z00029,C05364 + Z00029,2.0,2.0,2.0,5.3.3.10
4354,R04482_v1,reverse,KEGG (Modified),Mg,C04324 + Z00029 => C05364 + Z00029,C04324 + Z00029,C05364 + Z00029,2.0,2.0,2.0,5.3.3.10
1455,R01267,forward,KEGG,,C00152 => C02512 + C00001,C00152,C02512 + C00001,2.0,2.0,2.0,"3.5.5.4, 4.2.1.65"
1052,R00915,forward,KEGG,,C00099 => C03722,C00099,C03722,2.0,3.0,2.5,
1790,R01611,forward,KEGG,,C00222 => C00804 + C00001,C00222,C00804 + C00001,2.0,3.0,2.5,4.2.1.27
7215,R09126,reverse,KEGG,,C01596 + C00058 => C18232 + C00001,C01596 + C00058,C18232 + C00001,2.0,3.0,2.5,3.5.1.106
1918,R01748,forward,KEGG,,C00631 + C00001 => C00258 + C00009,C00631 + C00001,C00258 + C00009,2.0,3.0,2.5,3.1.3.20
1622,R01450_v1,forward,KEGG (Modified),Ni,C00186 + Z00034 => C00256 + Z00034,C00186 + Z00034,C00256 + Z00034,2.0,3.0,2.5,5.1.2.1
7539,R09648,reverse,KEGG,,C00099 + C00014 => C19779 + C00001,C00099 + C00014,C19779 + C00001,2.0,3.0,2.5,3.5.1.100
3862,R03896_v1,forward,KEGG (Modified),Fe,C02612 + Z00015 => C02226 + C00001 + Z00015,C02612 + Z00015,C02226 + C00001 + Z00015,2.0,3.0,2.5,4.2.1.35
7628,R09718_v1,reverse,KEGG (Modified),Co,C00037 + C00048 + Z00006 => C19838 + Z00006,C00037 + C00048 + Z00006,C19838 + Z00006,2.0,3.0,2.5,4.1.3.41
2709,R02547,reverse,KEGG,,C00552 => C03548 + C00001,C00552,C03548 + C00001,2.0,3.0,2.5,3.3.2.4
7433,R09532,reverse,KEGG,,C00631 + C00009 => C01159 + C00001,C00631 + C00009,C01159 + C00001,2.0,3.0,2.5,3.1.3.80
7629,R09718_v2,reverse,KEGG (Modified),Mn,C00037 + C00048 + Z00030 => C19838 + Z00030,C00037 + C00048 + Z00030,C19838 + Z00030,2.0,3.0,2.5,4.1.3.41
1689,R01518_v3,forward,KEGG (Modified),Mg,C00631 + Z00029 => C00197 + Z00029,C00631 + Z00029,C00197 + Z00029,2.0,3.0,2.5,"5.4.2.11, 5.4.2.12"
1053,R00916,forward,KEGG,,C00099 => C05669,C00099,C05669,2.0,3.0,2.5,
1054,R00917,forward,KEGG,,C00099 + C00014 => 2C00001 + C05670,C00099 + C00014,2C00001 + C05670,2.0,3.0,2.5,
7887,R09983,reverse,KEGG,,C00222 + C00014 => C20253 + C00001,C00222 + C00014,C20253 + C00001,2.0,3.0,2.5,3.5.1.-
1687,R01518_v1,forward,KEGG (Modified),Co,C00631 + Z00006 => C00197 + Z00006,C00631 + Z00006,C00197 + Z00006,2.0,3.0,2.5,"5.4.2.11, 5.4.2.12"
1688,R01518_v2,forward,KEGG (Modified),Mn,C00631 + Z00030 => C00197 + Z00030,C00631 + Z00030,C00197 + Z00030,2.0,3.0,2.5,"5.4.2.11, 5.4.2.12"
5279,R05781,reverse,KEGG,,C01596 => C07272 + C00001,C01596,C07272 + C00001,2.0,3.0,2.5,3.5.2.16
7631,R09718_v4,reverse,KEGG (Modified),M2,C00037 + C00048 + Z00069 => C19838 + Z00069,C00037 + C00048 + Z00069,C19838 + Z00069,2.0,3.0,2.5,4.1.3.41
7630,R09718_v3,reverse,KEGG (Modified),Mg,C00037 + C00048 + Z00029 => C19838 + Z00029,C00037 + C00048 + Z00029,C19838 + Z00029,2.0,3.0,2.5,4.1.3.41
5578,R06614,forward,KEGG,,C02512 => C05670 + C00011,C02512,C05670 + C00011,2.0,3.0,2.5,4.1.1.-
1047,R00909,reverse,KEGG,,C00033 + C00099 => C01073 + C00001,C00033 + C00099,C01073 + C00001,2.0,3.0,2.5,3.5.1.21
1678,R01511,reverse,KEGG,,C00258 + C00009 => C00197 + C00001,C00258 + C00009,C00197 + C00001,3.0,3.0,3.0,3.1.3.38
1675,R01511,forward,KEGG,,C00197 + C00001 => C00258 + C00009,C00197 + C00001,C00258 + C00009,3.0,3.0,3.0,3.1.3.38
1676,R01511,forward,KEGG,,C00197 + C00001 => C00258 + C00009,C00197 + C00001,C00258 + C00009,3.0,3.0,3.0,3.1.3.38
1677,R01511,reverse,KEGG,,C00258 + C00009 => C00197 + C00001,C00258 + C00009,C00197 + C00001,3.0,3.0,3.0,3.1.3.38
1684,R01516,forward,KEGG,,C01159 + C00615 => C00197 + C04262,C01159 + C00615,C00197 + C04262,3.0,3.0,3.0,
1685,R01516,reverse,KEGG,,C00197 + C04262 => C01159 + C00615,C00197 + C04262,C01159 + C00615,3.0,3.0,3.0,
2361,R02171,forward,KEGG,,C03536 + C00001 => C00396 + C00117 + C00080,C03536 + C00001,C00396 + C00117 + C00080,0.0,6.0,3.0,
3023,R02888,forward,KEGG,,C00760 + C00009 => C00760 + C00103,C00760 + C00009,C00760 + C00103,0.0,7.0,3.5,
3863,R03897,forward,KEGG,,C02226 + C00001 => C06031,C02226 + C00001,C06031,3.0,4.0,3.5,
382,R00308_v1,forward,KEGG (Modified),Mn,C00965 + C00001 + Z00030 => C00031 + C00965 + Z00030,C00965 + C00001 + Z00030,C00031 + C00965 + Z00030,0.0,7.0,3.5,
8401,R10580,forward,KEGG,,C08888 + C00001 => C20707 + C00031,C08888 + C00001,C20707 + C00031,0.0,7.0,3.5,
7978,R10095_v1,reverse,KEGG (Modified),Ca,C20352 + C00013 + Z00055 => C02970 + C00119 + Z00055,C20352 + C00013 + Z00055,C02970 + C00119 + Z00055,1.0,6.0,3.5,
6602,R08231_v1,reverse,KEGG (Modified),Mn,C16634 + C00013 + Z00030 => C07649 + C00119 + Z00030,C16634 + C00013 + Z00030,C07649 + C00119 + Z00030,1.0,6.0,3.5,
6601,R08230,reverse,KEGG,,C11736 + C00009 => C07649 + C00672,C11736 + C00009,C07649 + C00672,0.0,7.0,3.5,
8115,R10244_v1,forward,KEGG (Modified),Zn,C20463 + C00009 + Z00054 => C15587 + C00672 + Z00054,C20463 + C00009 + Z00054,C15587 + C00672 + Z00054,0.0,7.0,3.5,
3807,R03820,forward,KEGG,,C03470 + C00001 => C03309 + C00031,C03470 + C00001,C03309 + C00031,0.0,7.0,3.5,
6603,R08231_v2,reverse,KEGG (Modified),Mg,C16634 + C00013 + Z00029 => C07649 + C00119 + Z00029,C16634 + C00013 + Z00029,C07649 + C00119 + Z00029,1.0,6.0,3.5,
3575,R03523,forward,KEGG,,C02661 + C00001 => 2C00080 + C00067 + C01324 + C00698,C02661 + C00001,2C00080 + C00067 + C01324 + C00698,0.0,7.0,3.5,
6673,R08368_v1,forward,KEGG (Modified),Zn,C15586 + C00009 + Z00054 => C15587 + C00620 + Z00054,C15586 + C00009 + Z00054,C15587 + C00620 + Z00054,0.0,7.0,3.5,
6600,R08229,reverse,KEGG,,C16633 + C00009 => C07649 + C00620,C16633 + C00009,C07649 + C00620,0.0,7.0,3.5,
6609,R08237_v1,reverse,KEGG (Modified),Mg,C04646 + C00013 + Z00029 => C02380 + C00119 + Z00029,C04646 + C00013 + Z00029,C02380 + C00119 + Z00029,1.0,6.0,3.5,
398,R00327,forward,KEGG,,C02655 + C00001 => C00031 + C00033,C02655 + C00001,C00031 + C00033,0.0,7.0,3.5,
7202,R09100,reverse,KEGG,,C00197 => C00354,C00197,C00354,3.0,4.0,3.5,
6610,R08238_v1,reverse,KEGG (Modified),Mg,C16615 + C00013 + Z00029 => C16614 + C00119 + Z00029,C16615 + C00013 + Z00029,C16614 + C00119 + Z00029,1.0,6.0,3.5,
9685,R12208,forward,KEGG,,C04831 + C00001 => C04720 + C00031,C04831 + C00001,C04720 + C00031,0.0,7.0,3.5,
9265,R11682,forward,KEGG,,C21566 + C00001 => C00031 + C21583,C21566 + C00001,C00031 + C21583,0.0,7.0,3.5,
6621,R08245_v1,reverse,KEGG (Modified),Mg,C16619 + C00013 + Z00029 => C07648 + C00119 + Z00029,C16619 + C00013 + Z00029,C07648 + C00119 + Z00029,1.0,6.0,3.5,
59,R00024_v1,reverse,KEGG (Modified),Mg,2C00197 + Z00029 => C01182 + C00011 + C00001 + Z00029,2C00197 + Z00029,C01182 + C00011 + C00001 + Z00029,3.0,4.0,3.5,4.1.1.39
9686,R12209,forward,KEGG,,C15772 + C00001 => C15770 + C00031,C15772 + C00001,C15770 + C00031,0.0,7.0,3.5,
3864,R03898_v1,forward,KEGG (Modified),Fe,C02226 + C00001 + Z00015 => C06032 + Z00015,C02226 + C00001 + Z00015,C06032 + Z00015,3.0,4.0,3.5,4.2.1.35
9498,R11942,forward,KEGG,,C09794 + C00001 => C21786 + C00031,C09794 + C00001,C21786 + C00031,0.0,7.0,3.5,
8356,R10530,forward,KEGG,,C08907 + C00001 => C20678 + C00031,C08907 + C00001,C20678 + C00031,0.0,7.0,3.5,
1151,R01006,forward,KEGG,,C01246 + C00001 => C00110 + C00031,C01246 + C00001,C00110 + C00031,0.0,7.0,3.5,
3242,R03116,forward,KEGG,,C00965 + C00009 => C00965 + C00103,C00965 + C00009,C00965 + C00103,0.0,7.0,3.5,
3719,R03703,forward,KEGG,,C02074 + C00001 => C01761 + C00031,C02074 + C00001,C01761 + C00031,0.0,7.0,3.5,
7979,R10095_v2,reverse,KEGG (Modified),Mg,C20352 + C00013 + Z00029 => C02970 + C00119 + Z00029,C20352 + C00013 + Z00029,C02970 + C00119 + Z00029,1.0,6.0,3.5,
7980,R10095_v3,reverse,KEGG (Modified),M2,C20352 + C00013 + Z00069 => C02970 + C00119 + Z00069,C20352 + C00013 + Z00069,C02970 + C00119 + Z00069,1.0,6.0,3.5,
9695,R12219,forward,KEGG,,C21995 + C00001 => C21996 + C01187,C21995 + C00001,C21996 + C01187,0.0,8.0,4.0,
4804,R05134_v3,forward,KEGG (Modified),M2,C06188 + C00001 + Z00069 => C02323 + C01172 + Z00069,C06188 + C00001 + Z00069,C02323 + C01172 + Z00069,0.0,8.0,4.0,
3267,R03148,reverse,KEGG,,C00014 + C01171 => C02306 + C00738,C00014 + C01171,C02306 + C00738,0.0,8.0,4.0,
4801,R05134_v1,forward,KEGG (Modified),Ni,C06188 + C00001 + Z00034 => C02323 + C01172 + Z00034,C06188 + C00001 + Z00034,C02323 + C01172 + Z00034,0.0,8.0,4.0,
3022,R02886,forward,KEGG,,C00760 + C00001 => C00760 + C00185,C00760 + C00001,C00760 + C00185,0.0,8.0,4.0,
2469,R02298_v1,forward,KEGG (Modified),K,C03169 + C00009 + Z00026 => C00396 + C00620 + C00080 + Z00026,C03169 + C00009 + Z00026,C00396 + C00620 + C00080 + Z00026,1.0,7.0,4.0,
3241,R03115_v1,forward,KEGG (Modified),Mn,C00965 + C00001 + Z00030 => C00965 + C00267 + Z00030,C00965 + C00001 + Z00030,C00965 + C00267 + Z00030,0.0,8.0,4.0,
8981,R11307_v2,forward,KEGG (Modified),Ca,C00760 + C00001 + Z00055 => C00760 + C01898 + Z00055,C00760 + C00001 + Z00055,C00760 + C01898 + Z00055,0.0,9.0,4.5,
873,R00762_v1,forward,KEGG (Modified),Mn,C00354 + C00001 + Z00030 => C00085 + C00009 + Z00030,C00354 + C00001 + Z00030,C00085 + C00009 + Z00030,4.0,5.0,4.5,3.1.3.11
874,R00762_v2,forward,KEGG (Modified),Mg,C00354 + C00001 + Z00029 => C00085 + C00009 + Z00029,C00354 + C00001 + Z00029,C00085 + C00009 + Z00029,4.0,5.0,4.5,3.1.3.11
8978,R11299,reverse,KEGG,,C17705 + C00026 => C21268 + C00025,C17705 + C00026,C21268 + C00025,0.0,9.0,4.5,
875,R00764_v1,reverse,KEGG (Modified),Ni,C00009 + C00354 + Z00034 => C00013 + C00085 + Z00034,C00009 + C00354 + Z00034,C00013 + C00085 + Z00034,4.0,5.0,4.5,2.7.1.90
8977,R11298,reverse,KEGG,,C21269 + C00026 => C21268 + C00025,C21269 + C00026,C21268 + C00025,0.0,9.0,4.5,
1232,R01068_v1,forward,KEGG (Modified),Zn,C00354 + Z00054 => C00111 + C00118 + Z00054,C00354 + Z00054,C00111 + C00118 + Z00054,4.0,5.0,4.5,4.1.2.13
876,R00764_v2,reverse,KEGG (Modified),Mn,C00009 + C00354 + Z00030 => C00013 + C00085 + Z00030,C00009 + C00354 + Z00030,C00013 + C00085 + Z00030,4.0,5.0,4.5,2.7.1.90
7463,R09568,forward,KEGG,,C19700 + C00001 => C19699 + C00221,C19700 + C00001,C19699 + C00221,0.0,9.0,4.5,
877,R00764_v3,reverse,KEGG (Modified),Mg,C00009 + C00354 + Z00029 => C00013 + C00085 + Z00029,C00009 + C00354 + Z00029,C00013 + C00085 + Z00029,4.0,5.0,4.5,2.7.1.90
8659,R10891,forward,KEGG,,C20917 + C00001 => C20918 + C00188,C20917 + C00001,C20918 + C00188,0.0,9.0,4.5,
8980,R11307_v1,forward,KEGG (Modified),Mn,C00760 + C00001 + Z00030 => C00760 + C01898 + Z00030,C00760 + C00001 + Z00030,C00760 + C01898 + Z00030,0.0,9.0,4.5,
8976,R11297,reverse,KEGG,,C17704 + C00026 => C21267 + C00025,C17704 + C00026,C21267 + C00025,0.0,9.0,4.5,
2362,R02172_v1,forward,KEGG (Modified),Ca,C03169 + C00001 + Z00055 => C00396 + C00121 + C00080 + Z00055,C03169 + C00001 + Z00055,C00396 + C00121 + C00080 + Z00055,0.0,9.0,4.5,
7929,R10039,forward,KEGG,,C08334 + C00001 => C18796 + C00221,C08334 + C00001,C18796 + C00221,0.0,9.0,4.5,
9203,R11622,forward,KEGG,,C21509 + C00001 => C08491 + C00151,C21509 + C00001,C08491 + C00151,0.0,9.0,4.5,
7763,R09875,forward,KEGG,,C02166 + C00001 => C05951 + C00025,C02166 + C00001,C05951 + C00025,0.0,9.0,4.5,
5315,R05816,forward,KEGG,,C00464 + C00001 => C00159 + C00464,C00464 + C00001,C00159 + C00464,0.0,9.0,4.5,
3061,R02930,forward,KEGG,,C01047 + C00001 => C00025 + C00797,C01047 + C00001,C00025 + C00797,0.0,9.0,4.5,
4851,R05207,reverse,KEGG,,C06462 + C00001 => C05952 + C00025,C06462 + C00001,C05952 + C00025,0.0,9.0,4.5,
6462,R08073,forward,KEGG,,C16431 + C00001 => C00371 + C00121,C16431 + C00001,C00371 + C00121,0.0,9.0,4.5,
6832,R08614,forward,KEGG,,C17207 + C00001 => C00159 + C17207,C17207 + C00001,C00159 + C17207,0.0,9.0,4.5,
6463,R08074,forward,KEGG,,C16447 + C00001 => C02029 + C00121,C16447 + C00001,C02029 + C00121,0.0,9.0,4.5,
6468,R08080,forward,KEGG,,C16449 + C00001 => C15545 + C00121,C16449 + C00001,C15545 + C00121,0.0,9.0,4.5,
8382,R10555,reverse,KEGG,,C01182 => C01151,C01182,C01151,4.0,5.0,4.5,5.3.1.29
9368,R11792,forward,KEGG,,C21539 + C00001 => C21662 + C00025,C21539 + C00001,C21662 + C00025,0.0,9.0,4.5,
2517,R02341_v1,forward,KEGG (Modified),Ca,C15586 + C00001 + Z00055 => C15587 + C00121 + Z00055,C15586 + C00001 + Z00055,C15587 + C00121 + Z00055,0.0,9.0,4.5,
4243,R04350,forward,KEGG,,C04771 + C00001 => C03927 + C00065,C04771 + C00001,C03927 + C00065,0.0,9.0,4.5,
1694,R01523_gATP_v1,reverse,KEGG (Modified),Mn,C01182 + C00009 + Z00030 => C00199 + C00013 + Z00030,C01182 + C00009 + Z00030,C00199 + C00013 + Z00030,4.0,5.0,4.5,2.7.1.19
1695,R01523_gATP_v2,reverse,KEGG (Modified),Mg,C01182 + C00009 + Z00029 => C00199 + C00013 + Z00029,C01182 + C00009 + Z00029,C00199 + C00013 + Z00029,4.0,5.0,4.5,2.7.1.19
9846,R12412,forward,KEGG,,C22140 + C00001 => C22141 + C00025,C22140 + C00001,C22141 + C00025,0.0,9.0,4.5,
5631,R06779,reverse,KEGG,,C10126 + C00011 => C00253 + C16933,C10126 + C00011,C00253 + C16933,0.0,9.0,4.5,
1511,R01328,forward,KEGG,,C03862 + C00001 => C00110 + C00159,C03862 + C00001,C00110 + C00159,0.0,9.0,4.5,
3856,R03885,forward,KEGG,,C02494 + C00001 => C02216 + C00121,C02494 + C00001,C02216 + C00121,0.0,9.0,4.5,
9370,R11794,forward,KEGG,,C21664 + C00001 => C21665 + C00025,C21664 + C00001,C21665 + C00025,0.0,9.0,4.5,
1391,R01206,forward,KEGG,,C00461 + C00001 => C00140 + C00461,C00461 + C00001,C00140 + C00461,0.0,10.0,5.0,
9135,R11544,forward,KEGG,,C21454 + C00001 => C21336 + C00936,C21454 + C00001,C21336 + C00936,0.0,10.0,5.0,
10107,R12689_v1,reverse,KEGG (Modified),Zn,C00022 + C21440 + Z00054 => C00957 + C02743 + Z00054,C00022 + C21440 + Z00054,C00957 + C02743 + Z00054,0.0,10.0,5.0,
1164,R01015,forward,KEGG,,C00118 => C00111,C00118,C00111,5.0,5.0,5.0,5.3.1.1
3258,R03133,reverse,KEGG,,C01513 + C00033 => C00979 + C00371,C01513 + C00033,C00979 + C00371,0.0,10.0,5.0,
4265,R04373,forward,KEGG,,C04755 + C00001 => C00140 + C04010,C04755 + C00001,C00140 + C04010,0.0,10.0,5.0,
8620,R10840,reverse,KEGG,,C20893 + C00033 => C00979 + C20891,C20893 + C00033,C00979 + C20891,0.0,10.0,5.0,
8619,R10839,reverse,KEGG,,C20892 + C00033 => C00979 + C20891,C20892 + C00033,C00979 + C20891,0.0,10.0,5.0,
1166,R01015,reverse,KEGG,,C00111 => C00118,C00111,C00118,5.0,5.0,5.0,5.3.1.1
1165,R01015,forward,KEGG,,C00118 => C00111,C00118,C00111,5.0,5.0,5.0,5.3.1.1
1167,R01015,reverse,KEGG,,C00111 => C00118,C00111,C00118,5.0,5.0,5.0,5.3.1.1
4976,R05378_v1,reverse,KEGG (Modified),Zn,C00222 + C00111 + Z00054 => C06893 + Z00054,C00222 + C00111 + Z00054,C06893 + Z00054,5.0,6.0,5.5,4.1.2.29
5826,R07093_v1,reverse,KEGG (Modified),Mn,C14864 + C01327 + Z00030 => C14859 + C00051 + Z00030,C14864 + C01327 + Z00030,C14859 + C00051 + Z00030,0.0,11.0,5.5,
5797,R07002_v1,reverse,KEGG (Modified),Mn,C14791 + Z00030 => C14786 + C00051 + Z00030,C14791 + Z00030,C14786 + C00051 + Z00030,0.0,11.0,5.5,
5824,R07091_v1,reverse,KEGG (Modified),Mn,C14861 + Z00030 => C14858 + C00051 + Z00030,C14861 + Z00030,C14858 + C00051 + Z00030,0.0,11.0,5.5,
5823,R07084_v1,reverse,KEGG (Modified),Mn,C14856 + C00001 + Z00030 => C14852 + C00051 + Z00030,C14856 + C00001 + Z00030,C14852 + C00051 + Z00030,0.0,11.0,5.5,
5821,R07070_v1,reverse,KEGG (Modified),Mn,C14848 + Z00030 => C14840 + C00051 + Z00030,C14848 + Z00030,C14840 + C00051 + Z00030,0.0,11.0,5.5,
6637,R08280_v1,reverse,KEGG (Modified),Mn,C11583 + C00001 + Z00030 => C07645 + C00051 + Z00030,C11583 + C00001 + Z00030,C07645 + C00051 + Z00030,0.0,11.0,5.5,
5825,R07092_v1,reverse,KEGG (Modified),Mn,C14865 + C01327 + Z00030 => C14857 + C00051 + Z00030,C14865 + C01327 + Z00030,C14857 + C00051 + Z00030,0.0,11.0,5.5,
5822,R07083_v1,reverse,KEGG (Modified),Mn,C14855 + Z00030 => C14851 + C00051 + Z00030,C14855 + Z00030,C14851 + C00051 + Z00030,0.0,11.0,5.5,
878,R00765,reverse,KEGG,,C00085 + C00014 => C00352 + C00001,C00085 + C00014,C00352 + C00001,5.0,6.0,5.5,3.5.99.6
9293,R11717_v1,reverse,KEGG (Modified),Zn,C00111 + C00011 + Z00054 => C21610 + Z00054,C00111 + C00011 + Z00054,C21610 + Z00054,5.0,6.0,5.5,4.1.1.104
5841,R07113_v1,reverse,KEGG (Modified),Mn,2C13645 + C14874 + Z00030 => C11088 + C00051 + C00080 + Z00030,2C13645 + C14874 + Z00030,C11088 + C00051 + C00080 + Z00030,0.0,11.0,5.5,
5842,R07116_v1,reverse,KEGG (Modified),Mn,C14871 + C13645 + Z00030 => C14870 + C00051 + Z00030,C14871 + C13645 + Z00030,C14870 + C00051 + Z00030,0.0,11.0,5.5,
